INTRPRETE;CàDIGO;TÖTULO;INÖCIO DA LETRA
Martinha;07354;EU DARIA A MINHA VIDA;Eu daria a minha vida para te esque
Martinha;06918;EU TE AMO MESMO ASSIM;Vieram me contar…
Martinho da Vila;01628;SAMBA DA CABROCHA BAMBA;Samba da cabrocha bamba
Martinho Da Vila;03409;CANTA, CANTA MINHA GENTE;Canta, canta minha gente deixa tristeza
Martinho Da Vila;03560;DEVAGAR, DEVAGARINHO;É devagar, é devagar
Martinho da Vila;15025;AQUARELA BRASILEIRA;Vejam esta maravilha de cenário
Martinho da Vila;15122;GRANDE AMOR;Num grande amor sempre tem melancolia
Martinho Da Vila;03960;MINHA E TUA;Deus abençoa por que somos o sol
Martinho Da Vila;04206;O SAMBA DO TRABALHADOR;Na segunda - feira, não vou trabalhar
Martinho Da Vila;04290;PRA PODER TE AMAR;O amor não tem cor amor não...
Martinho Da Vila;04333;PRO AMOR RENDER;Faço tudo o que tem de fazer...
Martinho Da Vila;04481;MADALENA DO JUCU;Madalena Madalena, você é meu bem querer...
Martinho Da Vila;06052;CASA DE BAMBA;Na minha casa todo mundo é bamba...
Martinho Da Vila;06259;HOJE TEM AMOR;Já melhorou meu bem já tá de bom…
Martinho Da Vila;06504;PRA QUE DINHEIRO;Dinheiro pra que dinheiro…
Martinho Da Vila;06853;FEITIÇO DA VILA;Quem nasce lá na Vila
Martinho Da Vila;03332;MULHERES;Já tive mulheres de todas as cores
Martinho Da Vila ;06667;O PEQUENO BURGUÊS;Felicidade passei no vestibular...
Martinho Da Vila ;06970;QUEM É DO MAR NÃO ENJOA;Quem é do mar não enjoa não…
Martinho Da Vila ;07276;VOCÊ NÃO PASSA DE UMA MULHER;Mulher preguiçosa
Martinho Da Vila ;07243;SEGURE TUDO;Segure tudo que for conquistado
Martinho Da Vila ;07106;DISRITMIA;Eu quero me esconder debaixo
Martinho Da Vila E Simone;06921;EX-AMOR;Ex-amor Gostaria que tu…
Mart'nália;01105;CABIDE;Se eu fingir e sair por aí na noitad
Mart'nália;01107;DON'T WORRY, BE HAPPY;Here's a little song I wrote
Mart'nália;15053;NAMORA COMIGO;Hoje eu estou sozinha você está na minha
Mart'nália;15833;PRA QUE CHORAR;Pra que chorar se o sol já vai raia e o dia vai amanhecer
Mart'nália;06894;ARPOADOR;Tava passeando no Arpoador..
Mart'nália ;01075;ELA É MINHA CARA ;Causa reboliço aonde passa
Marvin Gaye;09168;SEXUAL HEALING;Oh baby now let's get down tonight…
Marvin Gaye;19437;LET'S GET IT ON;I've been really tryin' baby
Marvin Gaye;04800;WHAT’S GOING ON;Mother, mother, there’s too many of you...
Marvin Gaye - Tammi Terrell;19323;AIN'T NO MOUNTAIN HIGH ENOUGH;Listen baby ain't no mountain high
Maskavo;09350;UM ANJO DO CÉU;Um anjo do céu que trouxe pra mim
Maskavo;02702;ASAS;Alalauê... Cê parece um anjo só que não
Maskavo;15444;A NOSSO FAVOR;Quando estou junto a você
Maskavo;15454;É MUITO MELHOR;De longe eu sinto o vento me dizendo
Maskavo;15458;FOLHAS SECAS;As folhas secas vão caindo
Maskavo;15555;QUANDO O SOL NASCER;Quando o sol nascer e quando ele cres
Maskavo;15786;QUERO VER;Eu não fiz nada o dia inteiro 
Mastruz Com Leite;07492;ABRAÇAR;Estou tão triste sozinha
Mastruz Com Leite;03158;MEU VAQUEIRO MEU PEÃO;Lá vem montado em seu alazão
Mastruz com Leite;15235;MEIO DIA;Escorro o suor do meio dia assobiando a melodia
Mastruz Com Leite;03676;OLHA PRO CÉU;Olha pro céu meu amor vê
Mastruz Com Leite;03689;VOU TE MATAR DE CHEIRO;Tô doidinha pra me deitar naquela cama
Mastruz Com Leite;03885;MOTO TÁXI;Tenho uma moto táxi pra fazer
Mastruz Com Leite;04336;RETRATO DE UM FORRÓ;Quando tu balança dá um nó na minha pança....
Mastruz Com Leite;06019;ME FAZ UM DENGO;Êta peneirado gostoso é só no...
Mastruz Com Leite;06358;TATUAGEM;Pode milhões e milhões de quilômetros...
Mastruz Com Leite;06953;NOITE FRIA;Noite fria penso em você…
Mastruz Com Leite;07193;NHANHAR;Manere meu bem manere o teu jeito de
Matanza;15248;ELA ROUBOU MEU CAMINHÃO;Ela roubou meu caminhão
Match Box Twenty;04919;IF YOU'RE GONE;I think I've already lost you...
Matchbox Twenty;09070;UNWELL;All day staring at the ceiling
Matchbox Twenty;19567;DISEASE;Feels like you made a mistake
Matchbox Twenty;19792;PUSH;She said I don't know if I've ever been good
Mateus e Cristiano;07988;LIGA NÃO;Te disseram que me viram com um outro
Mateus e Cristiano;09874;SE É PRA FALAR DE AMOR;Se é pra falar de amor eu sou mesmo a
Mateus e Kauan;16085;A ROSA E O BEIJA-FLOR;Quando você fica ao lado de uma pessoa
Matheus e Kauan;15953;QUE SORTE A NOSSA;Diz que pensa tanto em mim
Matheus e Kauan;16019;O NOSSO SANTO BATEU;Às vezes acho que devia te dizer 
Matheus e Kauan;16178;DECIDE AÍ;O relógio tá girando tá girando tá girando
Matheus e Kauan;16238;TE ASSUMI PRO BRASIL;Ser feliz pra mim não custa caro
Matheus e Kauan;16294;TÔ COM MORAL NO CÉU;Todo mundo falou não mexe com ela
Matheus e Kauan - Anitta;16337;AO VIVO E A CORES;Por que você não sai daí e vem aqui
Matheus e Kauan - MC Kevinho;16306;DEIXA ELA BEIJAR;Ela tá a fim de zoar com a minha cara
Matogrosso e Mathias;15601;24 HORAS DE AMOR;Quando acordei pela manhã senti o perfume
Matogrosso E Matias;07390;NA HORA DO ADEUS;Na hora do adeus você olhou pra mim
Matogrosso E Matias;07602;EU ME PERDI;Eu sei que se você estiver me ouvindo
Matogrosso E Matias;06366;DE IGUAL PRA IGUAL;Você mentiu…
Matogrosso E Matias;06717;TENTEI TE ESQUECER;Ah como quero te encontrar novamente...
Matt Monto;04662;WALK AWAY;Walk away please go before you
Mattos Nascimento;05537;FORTE E TREMENDO;Meu Jesus é forte e tremendo
Mattos Nascimento;05567;QUANDO DESCE O ESPIRITO SANTO;Quando desce o Espirito Santo
Mattos Nascimento;05570;QUEM PODE VER?;Quem pode ver o que estou vendo?
Mattos Nascimento;05587;SOU DE DEUS;Minha vida é só cantando
Mattos Nascimento;07874;SOLTA O CABO DA NAU;Oh por que duvidar sobre as ondas do
Maurício E Mauri;07645;NAMORO ESCONDIDO;Namoro bom é namoro escondido
Mauricio Manieri;15537;HEY BROTHER;Hey brother estive pensando tanto em você
Mauricio Manieri;15792;SUA CANÇÃO (YOUR SONG);Tenho um sentimento guardado em mim
Maurício Manieri;15331;ERA SÓ PRA SER;Era só pra ser diversão era só pra se
Maurício Manieri;04163;MINHA MENINA;Vem ser minha menina
Maurício Manieri;04264;BEM QUERER;Uh baby eu ontem tive um sonho...
Maurício Manieri;04407;PENSANDO EM VOCÊ;Meu amor hoje eu acordei...
Maurício Manieri;04496;TE QUERO TANTO;Chubiduba...Nunca imaginei...
Maurício Manieri;06088;BOTA PRA MEXER;Bota pra mexer, pra mexer...
Maurício Manieri;06434;SE QUER SABER;Te prometi nunca te deixar…
Maurício Manieri;07100;DEIXA ROLAR;Cadê meus camaradas
Maurício Matar;09497;NOSSA HISTORIA DE AMOR;Você comigo aqui nesse lugar
Maurício Mattar;03628;MUITO ROMÂNTICO;Eu tenho andado tão calado
Maurício Mattar;03636;RUMOS DO CORAÇÃO;Ah! Se eu pudesse ao menos sair de mim
Maurício Mattar;03849;NADA APAGA ESSA PAIXÃO;Como eu queria te encontrar mais uma vez
Maurício Mattar;04048;PRA FICAR CONTIGO;Ai que vontade de te ver de novo
Maurício Mattar;04249;QUEM MANDOU!...;Quem mandou você gostar de mim
Maurício Mattar;03496;TEU CAFUNÉ;Amor me espere daqui a pouco eu vou
Mauro Celso;09403;BILU TETÉIA;Quando eu era criança mamãe dizia
Mauro Celso;02889;FAROFA FA;Comprei um quilo de farinha pra fazer farofa
Max Vianna;01355;CANÇÕES DE REI;Se eu fosse algum rei fosse o teu
Max Vianna;01467;SAI DAQUI, TRISTEZA;Eu ontem falei pra você
Mayck E Lyan;07730;VOCÊ SÓ ME FAZ FELIZ;É nesse sonho que eu me encontro
Maysa;07928;COMO DOIS MENINOS;Como dois meninos
Maysa;06616;MEU MUNDO CAIU;Meu mundo caiu e me fez ficar assim…
Maysa;06771;DINDI;Céu... tão grande é o céu...
Maysa;03182;O BARQUINHO;Dia de luz festa do sol
Mc Babi;01194;ANJO DA MADRUGADA;Uh uh uh uh uh uh uh
MC Gui;15582;O BONDE PASSOU;O bonde passou as novinha observou
MC Gui;15678;SONHAR;Não nasci na rua mas me joguei nela
MC Gui;15848;MATA ESSA SAUDADE;Se todo dia eu te chamo é pra tentar explicar
MC Guimê - Emicida;15551;PAÍS DO FUTEBOL;No flow por onde a gente passa é show
MC Kevinho - MC Kekel;16427;O BEBÊ;Alô por que você não me atendeu
MC Kevinho - Simone e Simaria;16359;TA TUM TUM;Hoje ela saiu de casa só pensando em mexer
Mc Koringa;15292;DANÇA SENSUAL;Eu gosto dessa dança sensual que faz
Mc Leozinho;07239;SE ELA DANÇA EU DANÇO;Se ela dança eu danço se ela dança e
Mc Perlla;07469;TREMENDO VACILÃO;Tira tchuru tira tchuru ou ah ou ha
Mc Perlla ;07962;EU VOU;Todas as meninas pensam em se divertir
MC Sapão;15439;TÔ TRANQUILÃO;Que batida é essa que na balada é 
MC Sapão;16040;VOU DESAFIAR VOCÊ;Vou desafiar você você diz que sabe dançar
Megadeth;19701;I THOUGHT I KNEW IT ALL;Somewhere there's a reason why thing
Megh Stock;01363;INVEJA;O seu sorriso sempre foi tão
Megh Stock ;01847;CADERNO DE RISCOS;Quantos vícios vou deixar
Megh Stock ;01930;SOFÁ EMPRESTADO;Pra sair desse tormento
Meghan Trainor;19201;ALL ABOUT THAT BASS;Because you know I'm all about that bass
Meghan Trainor - John Legend;19442;LIKE I'M GONNA LOSE YOU;I found myself dreaming in silver and gold
Mel Com Terra;04036;EU, VOCÊ E O AMOR;Lembro do dia em que eu te conheci
Melanie C - Lisa 'Left Eye' Lopes;19621;NEVER BE THE SAME AGAIN;I call you up whenever things go wrong
Melanie Fiona;19513;SAD SONGS;Oh yeah... I know there's love waiting on the
Melanina Carioca;15815;DEIXA SE ENVOLVER;Deixa se envolver pra eu te dar prazer e fazer
Melim;16328;MEU ABRIGO;Uh uh uh... Desejo a você o que há de melhor
Melim;16395;OUVI DIZER;Ah se eu acordasse todo dia com o seu 
Men At Work;09153;OVERKILL;I can't get to sleep…
Men At Work;09130;IT'S A MISTAKE;Jump down the shelters to get away…
Men At Work;02503;DOWN UNDER;Travelling in a friedout Kombi
Mensagem Brasil;07792;LAÇOS DE AMOR;Senhor nos escolheste desde sempre
Menudo;15755;SE TU NÃO ESTÁS (IF YOU'RE NOT HERE);Quando o sol nascer será a hora 
Menudo;04404;NÃO SE REPRIMA;Canta dança sem parar...
Menudo;19341;IF YOU'RE NOT HERE (BY MY SIDE);Gotta catch that plane at seven thirty
Meredith Brooks;04867;BITCH;I hate the world today...
Metallica;19870;WHISKEY IN THE JAR;As I was goin' over
Metallica;02586;ENTER SANDMAN;Say your prayers little one don't forget my
Metallica;19264;NOTHING ELSE MATTERS;So close no matter how far
Metallica;19311;THE UNFORGIVEN;New blood joins this earth and quickly he's subdued
Metallica;19552;MAMA SAID;Mama she has taught me well
Metrô;03446;SÂNDALO DE DANDI;Beijo os teus lábios desejo te amar
Metrô;03408;BEAT ACELERADO II;Minha mãe me falou que eu preciso casar
Metrô;02761;JOHNNY LOVE;Tô ligando pra você há quatro dias
Metrô;06478;TUDO PODE MUDAR;Nada ultrapassa a velocidade do…
Metrô;06516;TI TI TI;Se pintar um negócio na esquina…
Michael Bolton;04903;HOW AM I SUPPOSED TO LIVE WITHOUT YOU;I could hardly believe it...
Michael Bolton;19307;SANTA CLAUS IS COMING TO TOWN;You better watch out you better not cry
Michael Bolton;19451;ALL FOR LOVE;The night becomes the dawn
Michael Bublé;02545;LOST;Can't believe it's over
Michael Bublé;02574;EVERYTHING;You're a falling star you're the getaway
Michael Bublé;02566;HAVEN'T MET YOU YET;I'm not surprised not everything lasts
Michael Bublé;02644;HOLD ON;Didn't they always say we were the lucky
Michael Bublé;19209;HOME;Another summer day has come and gone a
Michael Bublé;19257;IT'S A BEAUTIFUL DAY;I don't know why you think that you cold hold me
Michael Holm;04663;WHEN A CHILD IS BORN;A ray of hope flickes in the sky
Michael Jackson;04944;MUSIC AND ME;We've been together for such a long time...
Michael Jackson;02638;YOU ARE NOT ALONE;Another day has gone I'm still all alone
Michael Jackson;19203;DON'T STOP 'TILL YOU GET ENOUGH;You know I was I was wondering you know
Michael Jackson;19220;LOVE NEVER FELT SO GOOD;Baby love never felt so good
Michael Jackson;19435;HUMAN NATURE;Looking out across the night-time
Michael Jackson;19496;GOT TO BE THERE;Got to be there
Michael Jackson;19560;WILL YOU BE THERE;Hold me like the River Jordan
Michael Jackson;19665;REMEMBER THE TIME;Do you remember when we fell in love
Michael Jackson;19685;BAD;Your butt is mine gonna tell you right
Michael Jackson;19743;ONE DAY IN YOUR LIFE;One day in your life
Michael Jackson;04568;BEAT IT;They told him don't you ever come
Michael Jackson;04686;BEN;Ben the two of us need look no more...
Michael Jackson;04688;BLACK OR WHITE;I took my baby on a Saturday...
Michael Jackson;04712;HEAL THE WORLD;There’s a place in your heart...
Michael Jackson;04762;ROCK WITH YOU;Girl close your eyes...
Michael Jackson;04570;BILLIE JEAN;She was more like a beauty queen
Michael Jackson;04784;THE GIRL IS MINE;Ev’ry night she walks right in my dreams...
Michael Jackson;04788;THRILLER;It’s close to midnight...
Michael Learns to Rock;19518;THAT'S WHY (YOU GO AWAY);Baby won't you tell me why
Michael McDonald;09035;I HEARD IT THROUGH THE GRAPEVINE;Woo oh I bet you're wondering how I knew
Michael Sullivan;04253;SEMPRE VOU TE AMAR;Eu preciso de você
Michael Sullivan;04267;CORAÇÃO VAZIO;Vem ficar na minha vida...
Michel Teló;01523;AMANHÃ, SEI LÁ;Tô com vontade de te encher de beijos
Michel Teló;01527;BALADA SERTANEJA;Balada sertaneja vamos cair nessa
Michel Teló;01566;EXPLODIU;Pra que lutar contra o sentimento
Michel Teló;01588;HORIZONTE;Nesse céu não tem estrelas não
Michel Teló;01605;FUGIDINHA;Ô ô ô ô ô ô
Michel Teló;01678;ME ODEIE;Me desgrace me odeie
Michel Teló;01861;AI SE EU TE PEGO;Nossa nossa assim você me mata
Michel Teló;02707;HUMILDE RESIDÊNCIA;Pra minha humilde residência vou te esperar
Michel Teló;15164;AMIGA DA MINHA IRMÃ;Quando a campainha toca vou correndo
Michel Teló;15177;LOVE SONG;Love love song uhh... É acho que conquistei
Michel Teló;15264;PAI MÃE;Pai mãe razões da minha vida minha força
Michel Teló;15382;MARIA;Tá difícil esconder o que eu sinto por você
Michel Teló;15903;LEVANTA O COPO;Aí levanta o copo e chora comigo e chora comigo
Michel Teló;15958;TÁ QUENTE;Tá quente tá quente vou te beijando e vai passando
Michel Teló;16343;O MAR PAROU;O seu corpo me incendeia e esses olhos cor de
Michel Teló - Bruninho e Davi;15175;LEVEMENTE ALTERADO;Relaxa aí que eu tô bem pedi carona então
Michel Teló - Gusttavo Lima;15827;IMPLORANDO PRA TRAIR;Eu já nem lembro mais qual foi a última vez que 
Michel Teló - Maiara e Maraísa;16378;MODÃO DUÍDO;E quando vejo já tô ouvindo uns modão
Michel Teló - Marília Mendonça;16413;POR TRAS DA MAQUIAGEM;Chega de se esconder por trás da maquiagem
Michel Teló - Paula Fernandes;15317;SE TUDO FOSSE FÁCIL;Oh ... Se tudo fosse fácil eu me jogaria
Michel Teló - Prince Royce;15719;TE DAR UM BEIJO;Amar como eu te amo é complicado
Michel Teló e João Bosco e Vinícius ;01251;EI, PSIU, BEIJO, ME LIGA ;Chegou e me notou
Michel Teló e Sorriso Maroto;02862;É NÓIS FAZE PARAPAPÁ;É nóis fazer parapapá turma... Cê me provoca
Mika;15675;QUAL É O ANDAR?;Eu tô indo te encontrar então diz qual é o andar
Mika;19267;RELAX, TAKE IT EASY;Took a ride to the end of the line where no one ever
Mika;19315;WE ARE GOLDEN;Teenage dreams in a teenage circus running around
Mika;19335;GRACE KELLY;Do I attract you do I repulse you with my
Mike & The Mechanics;19745;OVER MY SHOULDER;Yeahhh
Miley Cyrus;19020;THE CLIMB;I can almost see it That dream I'm dreaming
Miley Cyrus;19047;CAN'T BE TAMED;For those who don't know me I can get
Miley Cyrus;19066;PARTY IN THE U.S.A.;I hopped off the plane at L.A.X. with a dream
Miley Cyrus;19078;WHO OWNS MY HEART;Creation shows me what to do I'm dancing
Miley Cyrus;19156;WRECKING BALL;We clawed we chained our hearts in vain
Miley Cyrus;19317;WE CAN'T STOP;It's our party we can do what we want
Miley Cyrus;19396;SEE YOU AGAIN;I got my sight set on you and I'm ready to aim
Miley Cyrus;19536;ADORE YOU;Oh-ohhh... Baby baby are you listening
Miley Cyrus;19789;MALIBU;I never came to the beach
Milionário E José Rico;07456;SONHEI COM VOCÊ;Depois de muito tempo acordado
Milionário E José Rico;07457;SONHO DE UM CAMINHONEIRO;Eram dois amigos inseparáveis
Milionário e José Rico;09363;VIVA A VIDA;Quebrei a taça da amargura
Milionário e José Rico;09308;O TROPEIRO;Eu sou tropeiro e adoro esta vida
Milionário e José Rico;01327;NENHUMA ESPERANÇA;Você tem meu endereço você tem meu te
Milionário e José Rico;01474;SUBLIME MIRAGEM;Essa noite a paixão me obrigou
Milionário e José Rico;01760;VONTADE DIVIDIDA;Eu queria ter você no meu caminho 
Milionário e José Rico;01777;TEMPESTADE DE PAIXÃO;O tempo está fechando e me parece 
Milionário e José Rico;15021;A GANGORRA;Eu gostaria de voltar aos quinze anos
Milionário e José Rico;15065;CORPO E ALMA;Quando precisaste de mim lhe dei apoio e guarida
Milionário e José Rico;15608;ENTRE LÁGRIMAS;Eu não quero que tu penses nem um só
Milionário e José Rico;15807;BONECA COBIÇADA;Quando eu te conheci do amor desiluda
Milionário e José Rico;15927;DECIDA;Sente aqui comigo no sofá
Milionário e José Rico;15931;CAMINHEIRO;Caminheiro que lá vai indo
Milionário E José Rico;04110;ESTRADA DA VIDA;Nesta longa estrada da vida
Milionário E José Rico;06272;QUEM DISSE QUE ESQUECI;Quem disse que esqueci…
Milionário E José Rico;06761;A DAMA DE VERMELHO;Garçom olhe pelo espelho...
Milionário E José Rico;07252;TA RINDO DE QUE;Agora tá do jeitinho que ela quer
Miltinho;09287;MULHER DE TRINTA;Você mulher que já viveu
Miltinho;16099;LEMBRANÇAS;Lembro um olhar lembro um lugar teu vulto
Miltinho e Tito Madi;09318;POEMA DO ADEUS;Então eu fiz um bem dos males que pass
Miltinho Edilberto E Falamansa;06341;NO BALANÇO DO BUZÃO;No balanço do busão no fungado...
Milton Carlos;09647;CONTRA SENSO;Se quiserem saber porque foi que mudei
Milton Carlos;03772;SAMBA QUADRADO;Eu fiz um samba quadrado
Milton Carlos;06540;MEMÓRIAS DO CAFÉ NICE;Ai que saudade me dá ai que saudade…
Milton Guedes;03899;SONHO DE UMA NOITE DE VERÃO;Sonho de uma noite de verão eu
Milton Nascimento;07319;CIRCO MARIMBONDO;Circo Marimbondo Circo Marambaia
Milton Nascimento;07606;FAZENDA;Água de beber bica no quintal
Milton Nascimento;09307;O ROUXINOL;Rouxinol tomou conta do meu viver
Milton Nascimento;09489;NAMORADOS DA LUA;É meia-noite desperta acorda gentil
Milton Nascimento;09650;CORAÇÃO CIVIL;Quero a utopia quero tudo e mais
Milton Nascimento;03039;CANÇÃO DA AMÉRICA;Amigo é coisa pra se guardar
Milton Nascimento;03584;NOS BAILES DA VIDA;Foi nos bailes da vida ou num bar
Milton Nascimento;03272;TRAVESSIA;Quando você foi embora
Milton Nascimento;01884;CAÇADOR DE MIM;Por tanto amor por tanta emoção
Milton Nascimento;02679;OUTRO LUGAR;Cê sabe que as canções são todas feitas
Milton Nascimento;03757;MARIA MARIA;Maria, Maria é um dom
Milton Nascimento;03835;CORAÇÃO DE ESTUDANTE;Quero falar de uma coisa
Milton Nascimento;16207;PAULA E BEBETO;É vida vida que amor brincadeira vera
Milton Nascimento;04037;FÉ CEGA, FACA AMOLADA;Agora não pergunto mais aonde vai
Milton Nascimento;06869;ÓRFÃOS DO PARAÍSO;Órfãos do sonho Brasil
Milton Nascimento;06971;QUEM SABE ISSO QUER DIZER AMOR;Cheguei a tempo de te ver acordar…
Milton Nascimento / M. Valle;03778;VIOLA ENLUARADA;A mão que toca um violão
Milton Nascimento-Chico Buarque;06468;O CIO DA TERRA;Debulhar o trigo…
Ministério Apascentar de Nova Iguaçu;07750;BENDITO EU SEREI;Quero ouvir tua voz as sandálias eu já
Ministério Apascentar de Nova Iguaçu;07795;LEVA-ME ALÉM;Render a Ti adoração e derramar meu
Ministério Apascentar de Nova Iguaçu;07764;DEUS DE PROMESSAS;Sei que os Teus olhos
Ministério Apascentar de Nova Iguaçu;07882;TOQUE NO ALTAR;Quem quer a glória traz a arca
Minnie Riperton;02519;LOVIN' YOU;Lovin' you
Miriam Peracchi - Disney A Bela e a Fera;15443;A BELA E A FERA;Sentimentos são fáceis de mudar
Mitch Miller;04560;YOU ARE MY SUNSHINE;The other night dear as I lay sleeping
Miúcha;09367;VOCÊ VAI VER;Você vai ver você vai implorar
Miúcha e Tom Jobim;01778;TURMA DO FUNIL;Quando é tão densa a fumaça 
Miúcha E Tom Jobim;06545;PELA LUZ DOS OLHOS TEUS;Quando a luz dos olhos meus…
Moacyr Franco;07440;SE EU NÃO PUDER TE ESQUECER;Se eu não puder te esquecer
Moacyr Franco;07920;CARTAS NA MESA;Não dá mais certo
